Plant.Id	Plant.Name	State.ID	Latitude	Longitude	Fuel 	Prime.Mover	Cooling.System	CHP 	Generation.(MWh) 	Consolidated.Description	Area.ID
52109	Richmond Cogen	CA	37.9418	-122.3909	NG	CC		Y	800250	11	5
56026	Donald Von Raesfeld Power Plant	CA	37.3767	-121.9508	NG	CC		N	885049	11	5
55283	Front Range Power Plant	CO	38.6281	-104.7069	NG	CC	DC	N	1802796	11	6
10682	Brush Generation Facility	CO	40.2415	-103.631	NG	CC	RTID	N	64736	11	6
50707	JM Shafer Generating Station	CO	40.0986	-104.7736	NG	CC	RTID	Y	584017	11	6
55835	Rocky Mountain Energy Center	CO	40.0908	-104.5953	NG	CC	RTID	N	2452794	11	6
6112	Fort St Vrain	CO	40.2461	-104.8742	NG	CC	RTID	N	3694061	11	6
54372	University of Colorado	CO	40.00759	-105.269204	NG	CC		Y	7183.982	11	6
493	George Birdsall	CO	38.881389	-104.816944	NG	ST		N	8037	11	6
10755	Rifle Generating Station	CO	39.5173	-107.7299	NG	CC		Y	8416	11	6
55200	Arapahoe Combustion Turbine Project	CO	39.6692	-105.0018	NG	CC		N	192959	11	6
56998	Pueblo Airport Generating Station	CO	38.320833	-104.52639	NG	CC		N	1180870	11	6
55149	Lake Road Generating Plant	CT	41.872043	-71.895799	NG	CS	DC	N	4406248	11	7
55042	Bridgeport Energy Project	CT	41.1692	-73.1844	NG	CC	ON	N	2544680	11	7
55126	Milford Power Project	CT	41.224355	-73.099728	NG	CS	RTID	N	3072530	11	7
56798	Kleen Energy Systems Project	CT	41.553227	-72.596867	NG	CC	RTID	N	3323204.032	11	7
50801	Uncasville Mill	CT	41.4336	-72.0983	NG	ST		Y	9399	11	7
54236	Pfizer Groton Plant	CT	41.3315	-72.0786	NG	ST		Y	26939	11	7
52061	Hartford Hospital Cogeneration	CT	41.7631	-72.6733	NG	CC		Y	47263	11	7
58159	UCONN Cogen Facility	CT	41.809167	-72.254167	NG	CC		Y	116889.848	11	7
10567	Algonquin Windsor Locks	CT	41.9227	-72.6255	NG	CC		Y	119342.977	11	7
58084	"Kimberly Clark-Unit 1,2,3"	CT	41.558333	-73.413611	NG	CC		Y	129704	11	7
593	Edge Moor	DE	39.73886	-75.50384	NG	ST	ON	N	852310	11	8
7153	Hay Road	DE	39.7436	-75.5072	NG	CC	RTID	N	4596837.063	11	8
10030	NRG Energy Center Dover	DE	39.149549	-75.547335	NG	CC		Y	172864	11	8
643	Lansing Smith	FL	30.2686	-85.7003	NG	CC	MULTI	N	4505384.998	11	9
621	Turkey Point	FL	25.4356	-80.3308	NG	CC	MULTI	N	18371295.98	11	9
7380	Midulla Generating Station	FL	27.641667	-81.9625	NG	CC	OC	N	2430723.955	11	9
693	Vero Beach Municipal Power Plant	FL	27.633382	-80.377551	NG	CC	ON	N	18026	11	9
638	Suwannee River	FL	30.376389	-83.180556	NG	ST	ON	N	497448	11	9
8048	Anclote	FL	28.184444	-82.788611	NG	ST	ON	N	2433908	11	9
613	Lauderdale	FL	26.0686	-80.1984	NG	CC	ON	N	4435023.078	11	9
619	Riviera	FL	26.7653	-80.0525	NG	CC	ON	N	4826932.987	11	9
7873	H L Culbreath Bayside Power Station	FL	27.9072	-82.4231	NG	CC	ON	N	6796071	11	9
634	P L Bartow	FL	27.859535	-82.601759	NG	CC	ON	N	6799969.012	11	9
609	Cape Canaveral	FL	28.4698	-80.7644	NG	CC	ON	N	6845355.002	11	9
612	Fort Myers	FL	26.6967	-81.7831	NG	CC	ON	N	8620066	11	9
6042	Manatee	FL	27.6058	-82.3456	NG	CC	RC	N	7293430.975	11	9
620	Sanford	FL	28.8419	-81.3256	NG	CC	RC	N	9206252	11	9
6043	Martin	FL	27.0536	-80.5628	NG	CC	RC	N	10667947.02	11	9
7302	Hines Energy Complex	FL	27.788215	-81.869983	NG	CC	RC	N	11408933	11	9
6246	Putnam	FL	29.628338	-81.585084	NG	CC	RTID	N	591502.993	11	9
54466	Orlando Cogen LP	FL	28.442623	-81.412343	NG	CS	RTID	Y	906896	11	9
689	S O Purdom	FL	30.162304	-84.200673	NG	CC	RTID	N	1255733	11	9
55412	Osprey Energy Center Power Plant	FL	28.0525	-81.8083	NG	CC	RTID	N	1389853	11	9
688	Arvah B Hopkins	FL	30.4522	-84.4	NG	CC	RTID	N	1463943	11	9
56400	Treasure Coast Energy Center	FL	27.383889	-80.3775	NG	CC	RTID	N	1862817.007	11	9
55821	Curtis H Stanton Energy Center	FL	28.488246	-81.166944	NG	CC	RTID	N	1979161	11	9
676	C D McIntosh Jr	FL	28.0801	-81.9229	NG	CC	RTID	N	2201392	11	9
7846	Brandy Branch	FL	30.320556	-81.947222	NG	CC	RTID	N	3526963	11	9
7238	Cane Island	FL	28.2764	-81.533	NG	CC	RTID	N	3569609	11	9
564	Stanton Energy Center	FL	28.4822	-81.1678	NG	CC	RTID	N	6075238.911	11	9
56407	West County Energy Center	FL	26.6986	-80.3747	NG	CC	RTID	N	19764923.29	11	9
54658	Quantum Auburndale Power LP	FL	28.0542	-81.8058	NG	CC		Y	712	11	9
675	Larsen Memorial	FL	28.0797	-81.9228	NG	CC		N	2589	11	9
673	Tom G Smith	FL	26.612767	-80.0677	NG	CC		N	12946	11	9
50803	Seminole Mill	FL	30.4178	-81.5978	NG	ST		Y	77402	11	9
54423	Quantum Lake Power LP	FL	28.9158	-81.676	NG	CC		Y	137452	11	9
54424	Quantum Pasco Power LP	FL	28.374622	-82.188887	NG	CC		Y	171985	11	9
664	John R Kelly	FL	29.6461	-82.3208	NG	CC		N	242833	11	9
54365	Orange Cogeneration Facility	FL	27.87082	-81.825061	NG	CC		Y	319207.6	11	9
7294	Central Energy Plant	FL	28.4263	-81.5809	NG	CC		N	369445	11	9
50949	Hardee Power Station	FL	27.6364	-81.9636	NG	CC		N	371395	11	9
54426	Mulberry Cogeneration Facility	FL	27.8489	-81.8775	NG	CC		Y	388397	11	9
55242	Santa Rosa Energy Center	FL	30.5664	-87.115	NG	CC		Y	464851	11	9
7699	Tiger Bay	FL	27.746369	-81.849446	NG	CC		N	1072432	11	9
55040	Mid-Georgia Cogeneration Facility	GA	32.4856	-83.6039	NG	CC	RTID	Y	197047.996	11	10
55406	Effingham County Power Project	GA	32.277252	-81.284411	NG	CC	RTID	N	1448272	11	10
7946	Wansley Unit 9	GA	33.4083	-85.0403	NG	CC	RTID	N	1622571	11	10
55382	Thomas A Smith Energy Facility	GA	34.7094	-84.9175	NG	CC	RTID	N	1903665	11	10
7917	Chattahoochee Energy Facility	GA	33.4072	-85.0386	NG	CC	RTID	N	3020533	11	10
55965	Wansley Combined Cycle	GA	33.406385	-85.036988	NG	CC	RTID	N	5965153	11	10
56150	McIntosh Combined Cycle Facility	GA	32.3478	-81.1817	NG	CC	RTID	N	7328125	11	10
710	Jack McDonough	GA	33.8239	-84.4758	NG	CC	RTID	N	17021960	11	10
1077	Sutherland	IA	42.047333	-92.859444	NG	ST	RTID	N	30701	11	12
7985	Greater Des Moines	IA	41.5563	-93.5283	NG	CC	RTID	N	79271	11	12
8031	Emery Station	IA	43.094	-93.292222	NG	CC	RTID	N	1013806	11	12
1206	Summit Lake	IA	41.1136	-94.3472	NG	CC		N	6418	11	12
1046	Dubuque	IA	42.5031	-90.658611	NG	ST		N	11074	11	12
57953	Roquette America	IA	40.389167	-91.394167	NG	CC		Y	124405	11	12
57028	Langley Gulch Power Plant	ID	43.904444	-116.819722	NG	CC	RTID	N	1049876	11	13
55179	Rathdrum Power LLC	ID	47.7858	-116.9203	NG	CC	RTID	N	1201397	11	13
54579	Rupert Cogen Project	ID	42.6056	-113.6839	NG	CS		Y	74717.16	11	13
862	Grand Tower Energy Center LLC	IL	37.6577	-89.511161	NG	CC	ON	N	84335	11	14
55188	Cordova Energy	IL	41.712216	-90.279679	NG	CC	RTID	N	58537	11	14
55334	Holland Energy Facility	IL	39.223144	-88.758406	NG	CC	RTID	N	296933	11	14
55131	Kendall County Generation Facility	IL	41.4797	-88.2581	NG	CC	RTID	N	2242919	11	14
59884	Great Lakes Central Power Plant	IL	42.31	-87.83	NG	ST		Y	1835	11	14
972	Winnetka	IL	42.115589	-87.731025	NG	ST		N	2168	11	14
50326	Nalco	IL	41.800909	-88.197156	NG	CC		Y	13307.43	11	14
55216	Morris Cogeneration LLC	IL	41.411944	-88.332778	NG	CC		Y	564436.999	11	14
1007	Noblesville	IN	40.0969	-85.9714	NG	CC	RTID	N	316584	11	15
55259	Whiting Clean Energy	IN	41.6739	-87.4775	NG	CC	RTID	Y	1661476	11	15
55364	Sugar Creek Power	IN	39.3931	-87.5108	NG	CC	RTID	N	2421011	11	15
55502	Lawrenceburg Energy Facility	IN	39.0911	-84.8669	NG	CC	RTID	N	3316582	11	15
50316	Bunge North America East LLC	IN	40.846525	-84.933264	NG	ST		Y	8144	11	15
55096	Portside Energy	IN	41.6317	-87.1728	NG	CC		Y	281171	11	15
1336	Garden City	KS	37.9703	-100.8956	NG	ST	RTID	N	10147	11	16
1248	Hutchinson Energy Center	KS	38.0906	-97.874722	NG	ST	RTID	N	33888	11	16
1242	Murray Gill	KS	37.5967	-97.413611	NG	ST	RTID	N	89345	11	16
1233	Fort Dodge	KS	37.7328	-99.9497	NG	ST	RTID	N	257372	11	16
1240	Gordon Evans Energy Center	KS	37.7903	-97.521667	NG	ST	RTID	N	263000	11	16
1330	Wellington 1	KS	37.261372	-97.4057	NG	ST		N	80	11	16
1317	Pratt	KS	37.6359	-98.7433	NG	ST		N	2652	11	16
58192	Arkalon Ethanol LLC	KS	37.110556	-100.803611	NG	ST		Y	3926	11	16
58183	Prairie Horizon Agri Energy	KS	39.761111	-99.305833	NG	ST		Y	4006.1	11	16
58193	Bonanza BioEnergy LLC	KS	37.958611	-100.836111	NG	ST		Y	4345	11	16
1235	Great Bend - Sunflower	KS	38.41	-98.8689	NG	ST		N	4739	11	16
7013	East 12th Street	KS	37.2367	-96.9625	NG	ST		N	6404	11	16
1271	Coffeyville	KS	37.037344	-95.612689	NG	ST		N	14187	11	16
1230	Cimarron River	KS	37.1611	-100.7619	NG	ST		N	29621	11	16
1400	Teche	LA	29.822222	-91.5425	NG	ST	OC	N	122909	11	18
1396	Coughlin Power Station	LA	30.8439	-92.261111	NG	CC	OC	N	1635399	11	18
1394	Willow Glen	LA	30.2743	-91.1164	NG	ST	ON	N	1016421.022	11	18
8056	Waterford 1 & 2	LA	29.998884	-90.47684	NG	ST	ON	N	1226834.038	11	18
1402	Little Gypsy	LA	30.005067	-90.461694	NG	ST	ON	N	1423842	11	18
1409	Michoud	LA	30.0081	-89.9372	NG	ST	ON	N	2002948	11	18
1403	Nine Mile Point	LA	29.9472	-90.1458	NG	CC	ON	N	4103202	11	18
1416	Arsenal Hill	LA	32.5181	-93.7611	NG	ST	RC	N	30010	11	18
1417	Lieberman	LA	32.7047	-93.9597	NG	ST	RC	N	63315	11	18
6558	D G Hunter	LA	31.3207	-92.4613	NG	ST	RTID	N	44	11	18
1404	Sterlington	LA	32.7047	-92.0792	NG	CC	RTID	N	10814	11	18
1464	Big Cajun 1	LA	30.6739	-91.3556	NG	ST	RTID	N	21082	11	18
55404	Carville Energy LLC	LA	30.2294	-91.065	NG	CC	RTID	Y	2067416	11	18
55117	RS Cogen	LA	30.221	-93.2992	NG	CC	RTID	Y	3040172.02	11	18
56565	J Lamar Stall Unit	LA	32.51947	-93.760125	NG	CC	RTID	N	3302550	11	18
55620	Perryville Power Station	LA	32.6908	-92.0183	NG	CC	RTID	N	3430191	11	18
55467	Ouachita	LA	32.7061	-92.0683	NG	CC	RTID	N	3640642	11	18
55173	Acadia Energy Center	LA	30.428611	-92.413056	NG	CC	RTID	N	4515316	11	18
55419	Plaquemine Cogeneration Plant	LA	30.3217	-91.2347	NG	CC	RTID	Y	4585192.963	11	18
55089	Taft Cogeneration Facility	LA	29.9888	-90.4599	NG	CC	RTID	Y	5428430.946	11	18
1447	Minden	LA	32.604639	-93.294355	NG	ST		N	408	11	18
1455	Plaquemine	LA	30.273333	-91.2567	NG	ST		N	1110	11	18
1449	Morgan City	LA	29.691436	-91.188492	NG	ST		N	5134	11	18
50490	PPG Plant C Caustic	LA	30.2242	-93.2831	NG	ST		Y	11970	11	18
1439	Houma	LA	29.5806	-90.7225	NG	ST		N	14111	11	18
10301	Louisiana Sugar Refining	LA	30.0497	-90.6839	NG	ST		Y	16227	11	18
52031	Alliance Refinery	LA	29.6833	-89.975	NG	ST		N	31620.06	11	18
10319	Geismar	LA	30.2	-91	NG	ST		Y	34653.25	11	18
54512	Domino Sugar Arabi Plant	LA	29.9468	-90.0018	NG	ST		Y	42130.01	11	18
54518	Formosa Plastics	LA	30.4992	-91.1872	NG	ST		Y	94000	11	18
50846	Noranda Alumina LLC	LA	30.054	-90.6693	NG	ST		Y	132539	11	18
52175	CITGO Refinery Powerhouse	LA	30.1826	-93.3234	NG	ST		Y	213788.97	11	18
50152	Dow St Charles Operations	LA	29.9861	-90.4414	NG	CC		Y	1999979.003	11	18
55026	Dighton Power Plant	MA	41.8312	-71.1239	NG	CS	DC	N	915666	11	19
55212	ANP Blackstone Energy Project	MA	42.059876	-71.515811	NG	CS	DC	N	2148424	11	19
55211	ANP Bellingham Energy Project	MA	42.110577	-71.453468	NG	CS	DC	N	2235439	11	19
55317	Fore River Generating Station	MA	42.2422	-70.9661	NG	CC	DC	N	3901990	11	19
1682	Cleary Flood	MA	41.8653	-71.1061	NG	CC	MULTI	N	139723.999	11	19
1588	Mystic Generating Station	MA	42.3908	-71.0675	NG	CC	ON	N	1839368	11	19
55041	Berkshire Power	MA	42.0476	-72.6478	NG	CS	RTID	N	1189074.7	11	19
55079	Millennium Power	MA	42.112291	-72.015113	NG	CC	RTID	N	1827953	11	19
54225	Gillette SBMC	MA	42.3436	-71.0559	NG	ST		Y	1035	11	19
58185	Amherst College Co Gen	MA	42.371667	-72.512222	NG	ST		Y	1056	11	19
50041	Norton Powerhouse	MA	42.309555	-71.805218	NG	ST		Y	11297	11	19
50087	Univ of Massachusetts Medical Center	MA	42.279015	-71.759772	NG	ST		Y	21244	11	19
10029	General Electric Aircraft Engines	MA	42.45	-70.9739	NG	ST		Y	36483	11	19
10883	Medical Area Total Energy Plant	MA	42.33685	-71.10815	NG	ST		Y	64477.84	11	19
54805	Milford Power LP	MA	42.129361	-71.511496	NG	CC		N	465680	11	19
10726	Masspower	MA	42.1575	-72.5225	NG	CC		Y	781932	11	19
1595	Kendall Square Station	MA	42.3633	-71.0792	NG	CC		Y	1576895.011	11	19
1553	Gould Street	MD	39.2663	-76.6047	NG	ST	ON	N	17572	11	20
56038	UMCP CHP Plant	MD	38.985844	-76.935478	NG	ST		Y	12998	11	20
1559	Riverside (MD)	MD	39.2369	-76.5133	NG	ST		N	16617	11	20
54795	Domino Sugar Baltimore	MD	39.2744	-76.5956	NG	ST		Y	49268	11	20
54832	Brandywine Power Facility	MD	38.6681	-76.8678	NG	CC		Y	955013.497	11	20
55068	Maine Independence Station	ME	44.8242	-68.7094	NG	CC	RTID	N	1111646	11	21
55294	Westbrook Energy Center Power Plant	ME	43.6575	-70.375	NG	CC	RTID	N	1838911	11	21
55100	"Rumford Power, Inc"	ME	44.5303	-70.5219	NG	CC		N	401026	11	21
6035	Greenwood (MI)	MI	43.1056	-82.6964	NG	ST	RC	N	163645.996	11	22
10745	Midland Cogeneration Venture	MI	43.5861	-84.2242	NG	CC	RC	Y	3198875.71	11	22
55270	Jackson Power Facility	MI	42.2488	-84.3767	NG	CC	RTID	N	574250	11	22
55297	New Covert Generating Facility	MI	42.32238	-86.29368	NG	CC	RTID	N	1608425	11	22
55087	Zeeland Generating Station	MI	42.8206	-85.9975	NG	CC	RTID	N	1847303	11	22
58330	The Andersons Albion Ethanol LLC	MI	42.256111	-84.788333	NG	ST		Y	9.7	11	22
58052	Battle Creek Mill	MI	42.315833	-85.186944	NG	ST		Y	2915	11	22
58196	Cargill Salt Hersey	MI	43.834167	-85.355833	NG	ST		Y	5060.49	11	22
58161	Western Michigan University Power Plant	MI	42.28	-85.606389	NG	CC		Y	73755.89	11	22
58066	"PCA, Filer City Mill"	MI	44.213333	-86.286667	NG	ST		N	80810	11	22
50431	University of Michigan	MI	42.281167	-83.734617	NG	CC		Y	161181	11	22
10819	Ada Cogeneration LP	MI	42.962672	-85.494071	NG	CC		Y	202987	11	22
58427	Lansing BWL REO Town Plant	MI	42.719722	-84.551667	NG	CC		Y	474085	11	22
54915	Michigan Power LP	MI	43.9375	-86.425	NG	CC		Y	1012073	11	22
1904	Black Dog	MN	44.8108	-93.2501	NG	CC	OC	N	1842094.031	11	23
1927	Riverside (MN)	MN	45.0203	-93.2753	NG	CC	ON	N	1007621.999	11	23
1912	High Bridge	MN	44.9314	-93.1117	NG	CC	ON	N	1016760	11	23
55010	LSP-Cottage Grove LP	MN	44.7956	-92.9119	NG	CC	RTID	Y	139477	11	23
56164	Faribault Energy Park	MN	44.3356	-93.290556	NG	CC	RTID	N	329751.002	11	23
56104	Mankato Energy Center	MN	44.1988	-94.003	NG	CC	RTID	N	355278.002	11	23
1888	Fox Lake	MN	43.6728	-94.7075	NG	ST		N	880	11	23
2001	New Ulm	MN	44.3159	-94.4581	NG	ST		Y	2439	11	23
1980	Hutchinson Plant #1	MN	44.895741	-94.368433	NG	CS		N	7714	11	23
6358	Hutchinson Plant #2	MN	44.888881	-94.349348	NG	CC		N	13248	11	23
54262	Saint Marys Hospital Power Plant	MN	44.09785	-92.479815	NG	CC		Y	53571.16	11	23
2079	Hawthorn	MO	39.1306	-94.4778	NG	CC	ON	N	3400862.022	11	24
7604	St Francis Energy Facility	MO	36.5852	-90.1779	NG	CS	RTID	N	344467	11	24
55178	Dogwood Energy Facility	MO	38.7931	-94.3006	NG	CC	RTID	N	1121523	11	24
7296	State Line Combined Cycle	MO	37.0659	-94.614	NG	CC	RTID	N	1701307	11	24
56309	Trigen St. Louis	MO	38.6359	-90.1809	NG	CS		Y	17239.81	11	24
55706	Choctaw County	MS	33.2881	-89.4201	NG	CC	DC	N	2868988	11	25
6073	Victor J Daniel Jr	MS	30.5322	-88.5553	NG	CC	MULTI	N	10882953.97	11	25
2050	Baxter Wilson	MS	32.2831	-90.9306	NG	ST	ON	N	24831	11	25
8054	Gerald Andrus	MS	33.35	-91.1167	NG	ST	ON	N	44858	11	25
2053	Rex Brown	MS	32.356954	-90.21297	NG	ST	RC	N	63508	11	25
55694	Quantum Choctaw Power LLC	MS	33.3792	-89.2089	NG	CC	RTID	N	837513	11	25
2070	Moselle	MS	31.528	-89.3004	NG	CC	RTID	N	859392	11	25
57037	Kemper County IGCC Project	MS	32.654722	-88.762222	NG	CC	RTID	N	1137607	11	25
55269	TVA Southaven Combined Cycle	MS	34.9939	-90.0378	NG	CC	RTID	N	2197860	11	25
55063	Batesville Generation Facility	MS	34.3356	-89.9275	NG	CC	RTID	N	2323056	11	25
55197	Caledonia	MS	33.6464	-88.2717	NG	CC	RTID	N	2717829	11	25
55218	Hinds Energy Facility	MS	32.378969	-90.219906	NG	CC	RTID	N	2746899	11	25
55220	Attala	MS	33.0147	-89.6753	NG	CC	RTID	N	3232686	11	25
55451	Magnolia Power Plant	MS	34.835	-89.2026	NG	CC	RTID	N	4079143	11	25
2059	L L Wilkins	MS	34.1845	-90.562662	NG	CS		N	223	11	25
2067	Yazoo	MS	32.8458	-90.4211	NG	CC		N	226	11	25
2062	Henderson	MS	33.517315	-90.209661	NG	ST		N	4245	11	25
2048	Sweatt	MS	32.2925	-88.7461	NG	ST		N	6171	11	25
58697	L V Sutton Combined Cycle	NC	34.283056	-77.985278	NG	CC	RC	N	3866319.991	11	27
58215	Lee Combined Cycle Plant	NC	35.373611	-78.089444	NG	CC	RC	N	5730722.06	11	27
7826	Rowan	NC	35.7314	-80.6019	NG	CC	RTID	N	2675808.02	11	27
2720	Buck	NC	35.7133	-80.3767	NG	CC	RTID	N	3701242	11	27
2723	Dan River	NC	36.4862	-79.7208	NG	CC	RTID	N	3798708	11	27
7805	Sherwood H Smith Jr Energy Complex	NC	34.8392	-79.7406	NG	CC	RTID	N	7037121.023	11	27
1016	Butler-Warner Generation Plant	NC	35.0986	-78.8294	NG	CC		N	12060	11	27
2226	Canaday	NE	40.6942	-99.7011	NG	ST	ON	N	3231	11	29
2236	Fairbury	NE	40.133872	-97.184286	NG	ST		N	103	11	29
7887	Terry Bundy Generating Station	NE	40.909653	-96.613086	NG	CC		N	22131	11	29
8000	Beatrice	NE	40.330184	-96.808153	NG	CC		N	178509	11	29
55170	Granite Ridge	NH	42.9042	-71.4261	NG	CC	RTID	N	3534364	11	30
10308	Sayreville Cogeneration Facility	NJ	40.439	-74.3444	NG	CC	DC	N	1401194.1	11	31
50006	Linden Cogen Plant	NJ	40.6322	-74.2156	NG	CC	DC	Y	4618093.988	11	31
2384	Deepwater	NJ	39.6831	-75.5083	NG	ST	ON	N	662	11	31
2411	PSEG Sewaren Generating Station	NJ	40.5558	-74.2469	NG	ST	ON	N	34182	11	31
56963	West Deptford Energy Station	NJ	39.8414	-75.2214	NG	CC	RTID	N	357976	11	31
55239	Red Oak Power LLC	NJ	40.448674	-74.348879	NG	CC	RTID	N	5428446	11	31
2406	PSEG Linden Generating Station	NJ	40.6217	-74.2072	NG	CC	RTID	N	5453207.907	11	31
2398	Bergen Generating Station	NJ	40.8375	-74.0244	NG	CC	RTID	N	5826468.982	11	31
10224	Merck Rahway Power Plant	NJ	40.615616	-74.26529	NG	ST		Y	30404	11	31
10061	MARS Chocolate North American LLC	NJ	40.8625	-74.825	NG	CC		Y	55837.08	11	31
50799	Parlin Power Plant	NJ	40.460717	-74.327161	NG	CC		Y	66088	11	31
10805	Kenilworth Energy Facility	NJ	40.6781	-74.2744	NG	CC		Y	140797.001	11	31
50852	Elmwood Energy Holdings LLC	NJ	40.905337	-74.130448	NG	CC		N	149382.91	11	31
10099	Pedricktown Cogeneration Company LP	NJ	39.7668	-75.4238	NG	CC		N	225068.126	11	31
50561	Eagle Point Power Generation	NJ	39.8746	-75.1592	NG	CC		N	347225	11	31
50385	Newark Bay Cogeneration Partnership LP	NJ	40.7197	-74.13	NG	CC		N	401632.38	11	31
10751	Camden Plant Holding LLC	NJ	39.9175	-75.1192	NG	CC		N	424957	11	31
50497	Bayonne Plant Holding LLC	NJ	40.655325	-74.112442	NG	CC		Y	680658.7	11	31
56458	Hobbs Generating Station	NM	32.728333	-103.309444	NG	CC	DC	N	2705124	11	32
55210	Afton Generating Station	NM	32.114185	-106.846483	NG	CC	IDHB	N	545740	11	32
2450	Reeves	NM	35.171	-106.6019	NG	ST	RTID	N	72579	11	32
2446	Maddox	NM	32.714224	-103.301469	NG	ST	RTID	N	392254	11	32
2454	Cunningham	NM	32.7131	-103.3533	NG	ST	RTID	N	768836	11	32
2444	Rio Grande	NM	31.8047	-106.5472	NG	ST	RTID	N	770001	11	32
55343	Luna Energy Facility	NM	32.299349	-107.7834	NG	CC	RTID	N	2052629	11	32
50906	Ford Utilities Center	NM	35.084078	-106.625191	NG	ST		Y	1064	11	32
54667	Chino Mines	NM	32.6956	-108.1225	NG	CC		N	29640	11	32
2465	Animas	NM	36.725138	-108.19202	NG	CC		N	137532	11	32
55977	Bluffview	NM	36.716628	-108.215282	NG	CC		N	328679	11	32
55841	Silverhawk	NV	36.4078	-114.9606	NG	CC	DC	N	1047368	11	33
55077	Desert Star Energy Center	NV	35.788889	-114.994167	NG	CC	DC	N	1539121	11	33
55514	Apex Generating Station	NV	36.415999	-114.960916	NG	CC	DC	N	1653509	11	33
55687	Higgins Generating Station	NV	35.6139	-115.3561	NG	CC	DC	N	2017933	11	33
7082	Harry Allen	NV	36.430554	-114.902405	NG	CC	DC	N	3146306	11	33
55322	Chuck Lenzie Generating Station	NV	36.383719	-114.921779	NG	CC	DC	N	6075067	11	33
2330	Fort Churchill	NV	39.1281	-119.1322	NG	ST	RC	N	174754	11	33
2336	Tracy	NV	39.5625	-119.525	NG	CC	RC	N	3975761	11	33
2322	Clark (NVE)	NV	36.0875	-115.0507	NG	CC	RTID	N	389013	11	33
10761	Las Vegas Generating Station	NV	36.2319	-115.1222	NG	CC		Y	3	11	33
54349	Nevada Cogen Associates 2 Black Mountain	NV	36.2253	-114.8783	NG	CC		Y	723401	11	33
54350	Nevada Cogen Assoc#1 GarnetVly	NV	36.343229	-114.920686	NG	CC		Y	726789	11	33
54271	Saguaro Power	NV	36.0417	-115.0117	NG	CC		Y	758707.001	11	33
56234	Caithness Long Island Energy Center	NY	40.8142	-72.9403	NG	CC	DC	N	2397688.007	11	34
55405	Athens Generating Plant	NY	42.2728	-73.8492	NG	CC	DC	N	2658650	11	34
57664	Astoria Energy II	NY	40.781321	-73.896618	NG	CC	DC	N	3174540.01	11	34
55375	Astoria Energy	NY	40.7825	-73.8964	NG	CC	DC	N	3499124.053	11	34
56196	500MW CC	NY	40.7889	-73.9069	NG	CC	HBID	N	3307582.007	11	34
56259	Empire Generating Co  LLC	NY	42.625239	-73.750021	NG	CC	IDHB	Y	2725094.993	11	34
2490	Arthur Kill Generating Station	NY	40.591564	-74.200035	NG	ST	ON	N	1097793	11	34
2511	E F Barrett	NY	40.616689	-73.647881	NG	ST	ON	N	1428220.985	11	34
2625	Bowline Point	NY	41.2044	-73.9689	NG	ST	ON	N	1479640.955	11	34
2500	Ravenswood	NY	40.759167	-73.946111	NG	CC	ON	N	4756479.07	11	34
10725	Selkirk Cogen	NY	42.5744	-73.8592	NG	CC	RTID	Y	1201938	11	34
2539	Bethlehem Energy Center	NY	42.594196	-73.763752	NG	CC	RTID	N	4286736	11	34
54547	Sithe Independence Station	NY	43.495	-76.4511	NG	CC	RTID	Y	5996363.5	11	34
10617	CH Resources Beaver Falls	NY	43.8861	-75.4342	NG	CC		Y	1151	11	34
54592	Massena Energy Facility	NY	44.9503	-74.8928	NG	CC		N	1682	11	34
54593	Batavia Power Plant	NY	42.9828	-78.1592	NG	CC		Y	10782	11	34
50744	Sterling Power Plant	NY	43.080338	-75.600963	NG	CC		N	22483	11	34
50449	Indeck Silver Springs Energy Center	NY	42.6544	-78.0772	NG	CC		Y	37226.66	11	34
58157	University of Rochester	NY	43.123889	-77.628889	NG	ST		Y	38683.6	11	34
54131	Fortistar North Tonawanda	NY	43.0483	-78.8539	NG	CC		Y	38981	11	34
10621	CH Resources Syracuse	NY	43.0664	-76.2144	NG	CC		N	43288	11	34
54034	Rensselaer Cogen	NY	42.625325	-73.749955	NG	CC		N	48028	11	34
2682	S A Carlson	NY	42.0933	-79.2478	NG	ST		N	49418	11	34
50450	Indeck Oswego Energy Center	NY	43.471745	-76.493474	NG	CC		Y	65294	11	34
50743	Starrett City Cogen Facility	NY	40.6492	-73.8792	NG	ST		Y	67174	11	34
50451	Indeck Yerkes Energy Center	NY	42.9671	-78.9182	NG	CC		Y	67549	11	34
7784	Allegany Cogen	NY	42.5027	-78.0686	NG	CC		N	96844	11	34
50978	Carr Street Generating Station	NY	43.06132	-76.08239	NG	CC		N	97707	11	34
10521	Lederle Laboratories	NY	41.0772	-74.0181	NG	CC		Y	127900.316	11	34
56188	Pinelawn Power LLC	NY	40.736611	-73.388424	NG	CC		N	134961.004	11	34
50368	Cornell University Central Heat	NY	42.4428	-76.4764	NG	CC		Y	202506.996	11	34
54574	Saranac Facility	NY	44.7132	-73.4557	NG	CC		N	224631	11	34
54076	Indeck Olean Energy Center	NY	42.085944	-78.45425	NG	CC		Y	332762.002	11	34
52056	Nassau Energy Corp	NY	40.7264	-73.5892	NG	CC		Y	343145.261	11	34
54041	Lockport Energy Associates LP	NY	43.161947	-78.744971	NG	CC		Y	388403.7	11	34
50292	Bethpage Power Plant	NY	40.7469	-73.4994	NG	CC		N	433757	11	34
